0;0;0;"road_closure";37.428074;-122.165347;"2017-1-06 12:01:00";debris;fallen tree;false
1;0;1;"road_closure";37.422738;-122.181718;"2017-1-06 12:02:07";debris;fallen tree;false
2;0;2;"road_closure";37.433813;-122.163222;"2017-1-06 12:03:07";debris;fallen tree;false
3;0;3;"road_closure";37.428074;-122.165350;"2017-1-06 12:04:07";debris;fallen tree;false
4;0;4;"road_closure";37.428074;-122.165300;"2017-1-06 12:05:07";debris;fallen tree;false
5;0;5;"road_closure";37.428074;-122.165222;"2017-1-06 12:06:07";debris;fallen tree;false
6;0;6;"road_closure";37.428074;-122.165333;"2017-1-06 12:07:07";debris;fallen tree;false
7;0;0;"road_closure";37.428074;-122.165333;"2017-1-06 12:08:07";debris;fallen tree;false
8;0;1;"road_closure";37.428074;-122.165222;"2017-1-06 12:09:07";debris;fallen tree;false
9;1;2;"road_closure";37.422601;-122.161569;"2017-1-06 12:10:07";debris;fallen tree;false
10;1;3;"road_closure";37.428074;-122.165347;"2017-1-06 13:00:07";debris;fallen tree;false
11;1;4;"road_closure";37.428074;-122.165347;"2017-1-06 14:00:07";debris;fallen tree;false
12;1;5;"road_closure";37.422601;-122.161579;"2017-1-06 15:00:07";debris;fallen tree;false
13;1;6;"road_closure";37.422601;-122.161589;"2017-1-06 16:00:07";debris;fallen tree;false
14;1;0;"road_closure";37.422601;-122.161599;"2017-1-06 17:00:07";debris;fallen tree;false
15;1;1;"road_closure";37.422601;-122.161619;"2017-1-06 18:00:07";debris;fallen tree;false
16;1;2;"road_closure";37.422601;-122.161629;"2017-1-06 19:00:07";debris;fallen tree;false
17;1;3;"road_closure";37.422601;-122.161639;"2017-1-06 20:00:07";debris;fallen tree;false
18;1;4;"road_closure";37.422601;-122.161649;"2017-1-06 12:01:07";debris;fallen tree;false
19;2;5;"road_closure";37.426895;-122.159703;"2017-1-06 12:02:07";debris;fallen tree;false
20;2;6;"road_closure";37.426895;-122.159713;"2017-1-06 12:03:07";debris;fallen tree;false
21;2;0;"road_closure";37.426895;-122.159723;"2017-1-06 12:04:07";debris;fallen tree;false
22;2;1;"road_closure";37.426895;-122.159733;"2017-1-06 12:05:07";debris;fallen tree;false
23;2;2;"road_closure";37.426895;-122.159743;"2017-1-06 12:06:07";debris;fallen tree;false
24;2;3;"road_closure";37.426895;-122.159753;"2017-1-06 12:07:07";debris;fallen tree;false
25;2;4;"road_closure";37.426895;-122.159763;"2017-1-06 12:08:07";debris;fallen tree;false
26;2;5;"road_closure";37.426895;-122.159704;"2017-1-06 12:09:07";debris;fallen tree;false
27;2;6;"road_closure";37.426895;-122.159705;"2017-1-06 12:10:07";debris;fallen tree;false
28;2;0;"road_closure";37.426895;-122.159706;"2017-1-06 12:11:07";debris;fallen tree;false
29;2;1;"road_closure";37.426895;-122.159707;"2017-1-06 12:12:07";debris;fallen tree;false
